marker	SNP	chr	mb	SNP_impact	geneName	cmmb	logcmmb_quantile
s137p39099	s137p39099	8	17.51558	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_17494169_17509858-GENE_ScYP8k31HRSCAF1ch8_17522906_17528533	0.891240326693523	low
s137p5401	s137p5401	8	17.549532	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_17528577_17529044-GENE_ScYP8k31HRSCAF1ch8_17587133_17597379	0.891240326693523	low
s2334p52477	s2334p52477	8	17.622629	downstream_gene_variant	b1_b1_g26928	0.891240326693523	low
s1935p29817	s1935p29817	8	18.025089	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_17993995_18017914-GENE_ScYP8k31HRSCAF1ch8_18045954_18048271	0.891240326693523	low
s1935p77815	s1935p77815	8	18.07287	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_18045954_18048271-GENE_ScYP8k31HRSCAF1ch8_18080680_18081078	0.891240326693523	low
s602p132253	s602p132253	8	18.608707	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_18574199_18575555-GENE_ScYP8k31HRSCAF1ch8_18633315_18633817	1.59509746610013	high
s602p118976	s602p118976	8	18.622023	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_18574199_18575555-GENE_ScYP8k31HRSCAF1ch8_18633315_18633817	1.59509746610013	high
s3155p34280	s3155p34280	8	20.048196	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_19919909_19998390-GENE_ScYP8k31HRSCAF1ch8_20081377_20114125	2.76094666612755	high
s5139p3688	s5139p3688	8	20.140049	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_20121434_20127222-GENE_ScYP8k31HRSCAF1ch8_20639806_20642457	2.76094666612755	high
s2879p40757	s2879p40757	8	20.608278	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_20121434_20127222-GENE_ScYP8k31HRSCAF1ch8_20639806_20642457	2.604585410174	high
s285p184352	s285p184352	8	21.029854	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_20977395_21014559-GENE_ScYP8k31HRSCAF1ch8_21126775_21127457	2.604585410174	high
s285p184626	s285p184626	8	21.030128	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_20977395_21014559-GENE_ScYP8k31HRSCAF1ch8_21126775_21127457	2.604585410174	high
s285p360753	s285p360753	8	21.206363	downstream_gene_variant	b2_b2_g36890	2.604585410174	high
s285p412383	s285p412383	8	21.257992	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_21156322_21252705-GENE_ScYP8k31HRSCAF1ch8_21279257_21279628	2.604585410174	high
s229p233244	s229p233244	8	22.102172	intron_variant	b1_b1_g27062	0.907074573785666	low
s358p7778	s358p7778	8	22.352376	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_22268105_22336528-GENE_ScYP8k31HRSCAF1ch8_22360715_22383136	0.907074573785666	low
s358p7992	s358p7992	8	22.35259	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_22268105_22336528-GENE_ScYP8k31HRSCAF1ch8_22360715_22383136	0.907074573785666	low
s736p208901	s736p208901	8	22.944859	downstream_gene_variant	b1_b1_g27091	0.748397172687032	low
s4167p3506	s4167p3506	8	23.205482	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_23099499_23100575-GENE_ScYP8k31HRSCAF1ch8_23377092_23381320	0.748397172687032	low
s1781p70126	s1781p70126	8	23.288479	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_23099499_23100575-GENE_ScYP8k31HRSCAF1ch8_23377092_23381320	0.748397172687032	low
s375p93733	s375p93733	8	23.877692	upstream_gene_variant	b1_b1_g27106	0.805307290099525	low
s375p76488	s375p76488	8	23.893274	missense_variant	b1_b1_g27107	0.805307290099525	low
s677p185891	s677p185891	8	24.098575	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24086182_24088486-GENE_ScYP8k31HRSCAF1ch8_24113499_24119178	0.805307290099525	low
s677p185621	s677p185621	8	24.098845	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24086182_24088486-GENE_ScYP8k31HRSCAF1ch8_24113499_24119178	0.805307290099525	low
s677p185409	s677p185409	8	24.099057	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24086182_24088486-GENE_ScYP8k31HRSCAF1ch8_24113499_24119178	0.805307290099525	low
s677p182456	s677p182456	8	24.10201	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24086182_24088486-GENE_ScYP8k31HRSCAF1ch8_24113499_24119178	0.805307290099525	low
s677p137465	s677p137465	8	24.146835	upstream_gene_variant	b2_b2_g36983	0.805307290099525	low
s677p135870	s677p135870	8	24.14843	upstream_gene_variant	b2_b2_g36983	0.805307290099525	low
s677p74998	s677p74998	8	24.209485	intron_variant	b1_b1_g27127	0.805307290099525	low
s677p56622	s677p56622	8	24.227942	upstream_gene_variant	b2_b2_g36987	0.805307290099525	low
s677p53831	s677p53831	8	24.230739	splice_region_variant&intron_variant	b1_b1_g27127	0.805307290099525	low
s677p51442	s677p51442	8	24.233128	downstream_gene_variant	b2_b2_g36987	0.805307290099525	low
s677p25523	s677p25523	8	24.259123	upstream_gene_variant	b1_b1_g27128	0.805307290099525	low
s210p563874	s210p563874	8	24.351594	upstream_gene_variant	b1_b1_g27140	0.805307290099525	low
s210p515965	s210p515965	8	24.399593	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24390794_24391732-GENE_ScYP8k31HRSCAF1ch8_24423285_24425972	0.805307290099525	low
s210p502952	s210p502952	8	24.412679	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24390794_24391732-GENE_ScYP8k31HRSCAF1ch8_24423285_24425972	0.805307290099525	low
s210p492636	s210p492636	8	24.422995	downstream_gene_variant	b2_b2_g37007	0.805307290099525	low
s210p492496	s210p492496	8	24.423135	downstream_gene_variant	b2_b2_g37007	0.805307290099525	low
s210p484818	s210p484818	8	24.430803	upstream_gene_variant	b2_b2_g37007	0.805307290099525	low
s210p462095	s210p462095	8	24.453526	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24423285_24425972-GENE_ScYP8k31HRSCAF1ch8_24459828_24470246	0.805307290099525	low
s210p438811	s210p438811	8	24.47681	upstream_gene_variant	b1_b1_g27154	0.805307290099525	low
s210p412242	s210p412242	8	24.503379	intron_variant	b1_b1_g27155	0.316243777742027	very low
s210p347588	s210p347588	8	24.568251	upstream_gene_variant	b1_b1_g27157	0.316243777742027	very low
s210p336134	s210p336134	8	24.579536	upstream_gene_variant	b1_b1_g27161	0.316243777742027	very low
s210p324806	s210p324806	8	24.590806	downstream_gene_variant	b1_b1_g27165	0.316243777742027	very low
s210p321343	s210p321343	8	24.594269	downstream_gene_variant	b1_b1_g27165	0.316243777742027	very low
s210p14405	s210p14405	8	24.900932	missense_variant	b1_b1_g27188	0.316243777742027	very low
s210p13105	s210p13105	8	24.902232	synonymous_variant	b1_b1_g27188	0.316243777742027	very low
s2234p21171	s2234p21171	8	24.945521	upstream_gene_variant	b1_b1_g27197	0.316243777742027	very low
s2234p46970	s2234p46970	8	24.971345	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24947367_24961467-GENE_ScYP8k31HRSCAF1ch8_24985713_24992241	0.316243777742027	very low
s2234p47563	s2234p47563	8	24.971938	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24947367_24961467-GENE_ScYP8k31HRSCAF1ch8_24985713_24992241	0.316243777742027	very low
s2234p79119	s2234p79119	8	25.003496	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_24985713_24992241-GENE_ScYP8k31HRSCAF1ch8_25011304_25015389	0.316243777742027	very low
s2234p89215	s2234p89215	8	25.013559	intron_variant	b2_b2_g37057	0.316243777742027	very low
s96p426226	s96p426226	8	25.475793	upstream_gene_variant	b2_b2_g37084	0.316243777742027	very low
s96p547087	s96p547087	8	25.596496	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_25585311_25591129-GENE_ScYP8k31HRSCAF1ch8_25654789_25666440	0.504862914691127	very low
s96p563890	s96p563890	8	25.613281	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_25585311_25591129-GENE_ScYP8k31HRSCAF1ch8_25654789_25666440	0.504862914691127	very low
s96p799122	s96p799122	8	25.84851	downstream_gene_variant	b2_b2_g37102	0.504862914691127	very low
s96p810568	s96p810568	8	25.859955	intron_variant	b2_b2_g37103	0.504862914691127	very low
s96p867028	s96p867028	8	25.916415	intron_variant	b1_b1_g27260	0.504862914691127	very low
s273p95358	s273p95358	8	26.152149	intron_variant	b1_b1_g27281	0.504862914691127	very low
s273p96694	s273p96694	8	26.153485	intron_variant	b1_b1_g27281	0.504862914691127	very low
s273p281521	s273p281521	8	26.338406	upstream_gene_variant	b1_b1_g27288	0.504862914691127	very low
s273p299433	s273p299433	8	26.356318	upstream_gene_variant	b1_b1_g27291	0.504862914691127	very low
s273p299535	s273p299535	8	26.35642	upstream_gene_variant	b1_b1_g27291	0.504862914691127	very low
s793p252750	s793p252750	8	26.943911	upstream_gene_variant	b1_b1_g27330	0.494429939497766	very low
s472p360860	s472p360860	8	27.003214	upstream_gene_variant	b2_b2_g37169	0.494429939497766	very low
s472p195981	s472p195981	8	27.16844	intron_variant	b1_b1_g27341	0.494429939497766	very low
s1915p19992	s1915p19992	8	27.387065	intron_variant	b1_b1_g27346	0.494429939497766	very low
s1915p43205	s1915p43205	8	27.410283	downstream_gene_variant	b1_b1_g27348	0.494429939497766	very low
s1915p43662	s1915p43662	8	27.41074	missense_variant	b1_b1_g27347	0.494429939497766	very low
s1915p94267	s1915p94267	8	27.461343	intron_variant	b1_b1_g27352	0.494429939497766	very low
s893p129780	s893p129780	8	27.631486	downstream_gene_variant	b1_b1_g27360	0.597685475564904	very low
s2594p3134	s2594p3134	8	27.872778	missense_variant	b1_b1_g27366	0.597685475564904	very low
s1166p41453	s1166p41453	8	28.070081	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_27994948_28003678-GENE_ScYP8k31HRSCAF1ch8_28078704_28086141	0.597685475564904	very low
s5633p17577	s5633p17577	8	28.382905	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_28283551_28290187-GENE_ScYP8k31HRSCAF1ch8_28434336_28434650	0.597685475564904	very low
s7606p7403	s7606p7403	8	28.598063	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_28501054_28501419-GENE_ScYP8k31HRSCAF1ch8_28608904_28614528	0.757172085515752	low
s7694p1210	s7694p1210	8	28.69952	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_28639547_28643121-GENE_ScYP8k31HRSCAF1ch8_29111943_29113309	0.757172085515752	low
s1899p71867	s1899p71867	8	28.806006	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_28639547_28643121-GENE_ScYP8k31HRSCAF1ch8_29111943_29113309	0.757172085515752	low
s1899p72867	s1899p72867	8	28.807006	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_28639547_28643121-GENE_ScYP8k31HRSCAF1ch8_29111943_29113309	0.757172085515752	low
s1899p101019	s1899p101019	8	28.835124	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_28639547_28643121-GENE_ScYP8k31HRSCAF1ch8_29111943_29113309	0.757172085515752	low
s1899p108113	s1899p108113	8	28.842189	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_28639547_28643121-GENE_ScYP8k31HRSCAF1ch8_29111943_29113309	0.757172085515752	low
s6206p15497	s6206p15497	8	28.882064	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_28639547_28643121-GENE_ScYP8k31HRSCAF1ch8_29111943_29113309	0.757172085515752	low
s4587p12903	s4587p12903	8	28.963995	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_28639547_28643121-GENE_ScYP8k31HRSCAF1ch8_29111943_29113309	0.757172085515752	low
s6511p15180	s6511p15180	8	29.183127	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_29119699_29119998-GENE_ScYP8k31HRSCAF1ch8_29223335_29223610	0.757172085515752	low
s6538p15162	s6538p15162	8	29.395849	intron_variant	b2_b2_g37233	0.757172085515752	low
s5251p19334	s5251p19334	8	29.473851	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_29409631_29422484-GENE_ScYP8k31HRSCAF1ch8_29530780_29550815	0.757172085515752	low
s6571p14628	s6571p14628	8	29.83948	missense_variant	b1_b1_g27412	2.82309189904632	high
s6571p15143	s6571p15143	8	29.839995	intron_variant	b1_b1_g27412	2.82309189904632	high
s1766p99656	s1766p99656	8	29.961216	upstream_gene_variant	b1_b1_g27415	2.82309189904632	high
s760p40082	s760p40082	8	30.166925	downstream_gene_variant	b2_b2_g37253	2.82309189904632	high
s760p55262	s760p55262	8	30.180036	intron_variant	b2_b2_g37253	2.82309189904632	high
s760p57314	s760p57314	8	30.182061	intron_variant	b2_b2_g37253	2.82309189904632	high
s760p75140	s760p75140	8	30.199611	upstream_gene_variant	b2_b2_g37253	2.82309189904632	high
s760p104198	s760p104198	8	30.227894	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_30200223_30206406-GENE_ScYP8k31HRSCAF1ch8_30255270_30386828	2.82309189904632	high
s760p266950	s760p266950	8	30.390535	upstream_gene_variant	b1_b1_g27434	2.82309189904632	high
s760p282097	s760p282097	8	30.405561	upstream_gene_variant	b2_b2_g37264	2.82309189904632	high
s5436p427	s5436p427	8	30.411379	intron_variant	b2_b2_g37264	2.82309189904632	high
s5436p1084	s5436p1084	8	30.412037	intron_variant	b2_b2_g37264	2.82309189904632	high
s5436p11237	s5436p11237	8	30.422675	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_30407396_30414222-GENE_ScYP8k31HRSCAF1ch8_30434022_30495552	2.82309189904632	high
s5436p28864	s5436p28864	8	30.440407	intron_variant	b1_b1_g27439	2.82309189904632	high
s459p20572	s459p20572	8	30.465678	intron_variant	b1_b1_g27439	2.82309189904632	high
s459p28634	s459p28634	8	30.473739	intron_variant	b1_b1_g27439	2.82309189904632	high
s459p69123	s459p69123	8	30.514565	intron_variant	b1_b1_g27440	2.66761140250719	high
s459p107635	s459p107635	8	30.552683	splice_acceptor_variant&intron_variant	b1_b1_g27442	2.66761140250719	high
s459p129651	s459p129651	8	30.574306	downstream_gene_variant	b1_b1_g27446	2.66761140250719	high
s459p129782	s459p129782	8	30.574437	downstream_gene_variant	b1_b1_g27446	2.66761140250719	high
s459p139244	s459p139244	8	30.583937	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_30570839_30571341-GENE_ScYP8k31HRSCAF1ch8_30596859_30603896	2.66761140250719	high
s459p180681	s459p180681	8	30.623323	intron_variant	b1_b1_g27453	2.66761140250719	high
s459p181316	s459p181316	8	30.623958	intron_variant	b1_b1_g27453	2.66761140250719	high
s459p197546	s459p197546	8	30.640188	upstream_gene_variant	b1_b1_g27453	2.66761140250719	high
s459p226127	s459p226127	8	30.668769	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_30653417_30655661-GENE_ScYP8k31HRSCAF1ch8_30689042_30708676	2.66761140250719	high
s459p230255	s459p230255	8	30.672897	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_30653417_30655661-GENE_ScYP8k31HRSCAF1ch8_30689042_30708676	2.66761140250719	high
s459p247655	s459p247655	8	30.690297	intron_variant	b2_b2_g37287	2.66761140250719	high
s459p251660	s459p251660	8	30.694302	intron_variant	b2_b2_g37287	2.66761140250719	high
s459p256438	s459p256438	8	30.699071	intron_variant	b2_b2_g37287	2.66761140250719	high
s459p282766	s459p282766	8	30.725394	upstream_gene_variant	b1_b1_g27461	2.66761140250719	high
s459p283389	s459p283389	8	30.726017	upstream_gene_variant	b1_b1_g27461	2.66761140250719	high
s459p284057	s459p284057	8	30.726685	upstream_gene_variant	b1_b1_g27461	2.66761140250719	high
s459p350519	s459p350519	8	30.793123	upstream_gene_variant	b2_b2_g37290	2.66761140250719	high
s459p355623	s459p355623	8	30.798229	intron_variant	b2_b2_g37290	2.66761140250719	high
s85p826681	s85p826681	8	31.056302	downstream_gene_variant	b1_b1_g27481	2.66761140250719	high
s85p766884	s85p766884	8	31.115821	intron_variant	b1_b1_g27484	2.66761140250719	high
s85p724912	s85p724912	8	31.157727	intron_variant	b1_b1_g27485	2.66761140250719	high
s85p627034	s85p627034	8	31.25515	upstream_gene_variant	b2_b2_g37312	2.66761140250719	high
s85p622623	s85p622623	8	31.259561	downstream_gene_variant	b2_b2_g37312	2.66761140250719	high
s85p483332	s85p483332	8	31.399196	intron_variant	b1_b1_g27512	2.66761140250719	high
s85p477441	s85p477441	8	31.405087	upstream_gene_variant	b1_b1_g27513	2.66761140250719	high
s85p458134	s85p458134	8	31.424343	downstream_gene_variant	b1_b1_g27515	2.66761140250719	high
s85p375962	s85p375962	8	31.506541	intron_variant	b2_b2_g37335	0.424119030817852	very low
s85p374518	s85p374518	8	31.507985	upstream_gene_variant	b2_b2_g37335	0.424119030817852	very low
s85p365481	s85p365481	8	31.517022	downstream_gene_variant	b1_b1_g27523	0.424119030817852	very low
s85p364062	s85p364062	8	31.518441	downstream_gene_variant	b1_b1_g27523	0.424119030817852	very low
s85p363764	s85p363764	8	31.518739	downstream_gene_variant	b1_b1_g27523	0.424119030817852	very low
s85p255375	s85p255375	8	31.627246	downstream_gene_variant	b2_b2_g37341	0.424119030817852	very low
s85p244067	s85p244067	8	31.638574	upstream_gene_variant	b2_b2_g37341	0.424119030817852	very low
s85p205055	s85p205055	8	31.677665	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_31667409_31668122-GENE_ScYP8k31HRSCAF1ch8_31699823_31705843	0.424119030817852	very low
s85p204814	s85p204814	8	31.677906	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_31667409_31668122-GENE_ScYP8k31HRSCAF1ch8_31699823_31705843	0.424119030817852	very low
s85p196239	s85p196239	8	31.686481	intergenic_region	GENE_ScYP8k31HRSCAF1ch8_31667409_31668122-GENE_ScYP8k31HRSCAF1ch8_31699823_31705843	0.424119030817852	very low
s85p183634	s85p183634	8	31.69901	upstream_gene_variant	b1_b1_g27555	0.424119030817852	very low
s85p160016	s85p160016	8	31.722631	downstream_gene_variant	b2_b2_g37358	0.424119030817852	very low
s85p122932	s85p122932	8	31.759741	intron_variant	b2_b2_g37364	0.424119030817852	very low
s85p122787	s85p122787	8	31.759886	intron_variant	b2_b2_g37364	0.424119030817852	very low
s85p118040	s85p118040	8	31.764633	intron_variant	b2_b2_g37364	0.424119030817852	very low
s85p89874	s85p89874	8	31.792799	intron_variant	b2_b2_g37366	0.424119030817852	very low
s85p64795	s85p64795	8	31.817878	intron_variant	b1_b1_g27568	0.424119030817852	very low
NA	s4206p46297	NA	0.000566	intergenic_region		NA	NA
NA	s7461p1022	NA	0.001074	intergenic_region		NA	NA
s66p973677	s66p973677	10	0.195059	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_113865_118095-GENE_ScYP8k32HRSCAF3ch10_229710_340517	NA	NA
s66p393826	s66p393826	10	0.775231	missense_variant	b2_b2_g10592	6.07747184230868	very high
s66p270473	s66p270473	10	0.899077	intron_variant	b1_b1_g23928	6.07747184230868	very high
s66p88671	s66p88671	10	1.081624	downstream_gene_variant	b1_b1_g23934	6.07747184230868	very high
s66p83993	s66p83993	10	1.086312	downstream_gene_variant	b1_b1_g23934	6.07747184230868	very high
s66p70632	s66p70632	10	1.099673	intron_variant	b1_b1_g23937	6.07747184230868	very high
s0p74101	s0p74101	10	1.252279	intron_variant	b1_b1_g23952	6.07747184230868	very high
s0p74666	s0p74666	10	1.252844	intron_variant	b1_b1_g23952	6.07747184230868	very high
s0p204504	s0p204504	10	1.382728	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_1351024_1351524-GENE_ScYP8k32HRSCAF3ch10_1422005_1433573	6.07747184230868	very high
s0p207469	s0p207469	10	1.385693	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_1351024_1351524-GENE_ScYP8k32HRSCAF3ch10_1422005_1433573	6.07747184230868	very high
s0p365362	s0p365362	10	1.543724	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_1474883_1520709-GENE_ScYP8k32HRSCAF3ch10_1644382_1644870	2.63441369731288	high
s0p638535	s0p638535	10	1.816905	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_1778019_1794979-GENE_ScYP8k32HRSCAF3ch10_1842784_1845367	2.63441369731288	high
s0p740586	s0p740586	10	1.918627	upstream_gene_variant	b1_b1_g23978	2.63441369731288	high
s0p820390	s0p820390	10	1.998443	intron_variant	b1_b1_g23980	2.63441369731288	high
s0p820672	s0p820672	10	1.998725	intron_variant	b1_b1_g23980	2.63441369731288	high
s0p846807	s0p846807	10	2.02486	intron_variant	b1_b1_g23980	2.63441369731288	high
s0p847337	s0p847337	10	2.02539	intron_variant	b1_b1_g23980	2.63441369731288	high
s0p1108474	s0p1108474	10	2.286699	intron_variant	b1_b1_g23992	2.63441369731288	high
s0p1212145	s0p1212145	10	2.390435	synonymous_variant	b1_b1_g23993	2.63441369731288	high
s0p1216139	s0p1216139	10	2.394429	intron_variant	b1_b1_g23993	2.63441369731288	high
s0p1429375	s0p1429375	10	2.607755	intron_variant	b1_b1_g24003	3.12963022003247	very high
s0p1498608	s0p1498608	10	2.676884	intron_variant	b1_b1_g24007	3.12963022003247	very high
s0p1930652	s0p1930652	10	3.108857	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_3090263_3102876-GENE_ScYP8k32HRSCAF3ch10_3134959_3136186	3.12963022003247	very high
s0p1937478	s0p1937478	10	3.115514	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_3090263_3102876-GENE_ScYP8k32HRSCAF3ch10_3134959_3136186	3.12963022003247	very high
s0p1937720	s0p1937720	10	3.115756	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_3090263_3102876-GENE_ScYP8k32HRSCAF3ch10_3134959_3136186	3.12963022003247	very high
s0p2007345	s0p2007345	10	3.185419	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_3134959_3136186-GENE_ScYP8k32HRSCAF3ch10_3215699_3250980	3.12963022003247	very high
s0p2107523	s0p2107523	10	3.285597	upstream_gene_variant	b1_b1_g24041	3.12963022003247	very high
s0p2108108	s0p2108108	10	3.286182	downstream_gene_variant	b1_b1_g24040	3.12963022003247	very high
s0p2144782	s0p2144782	10	3.322856	intron_variant	b1_b1_g24042	3.12963022003247	very high
s0p2145391	s0p2145391	10	3.323465	intron_variant	b1_b1_g24042	3.12963022003247	very high
s0p2193171	s0p2193171	10	3.37149	intergenic_region	GENE_ScYP8k32HRSCAF3ch10_3354237_3365095-GENE_ScYP8k32HRSCAF3ch10_3382558_3384505	3.12963022003247	very high
s0p2203216	s0p2203216	10	3.381599	upstream_gene_variant	b2_b2_g10726	3.12963022003247	very high
s0p2226183	s0p2226183	10	3.404566	downstream_gene_variant	b2_b2_g10728	3.12963022003247	very high
s0p2306563	s0p2306563	10	3.484948	intron_variant	b1_b1_g24057	3.12963022003247	very high
